GeoFips,GeoName,2017,2018,2019,2020
22001,"Acadia, LA",35097,37000,37337,40916
22003,"Allen, LA",31794,33920,34997,37054
22005,"Ascension, LA",48863,50003,51516,54395
22007,"Assumption, LA",43968,47374,49020,51585
22009,"Avoyelles, LA",35808,37552,38588,41977
22011,"Beauregard, LA",41293,42466,43502,47003
22013,"Bienville, LA",35712,38210,38881,42372
22015,"Bossier, LA",42210,44292,45535,48907
22017,"Caddo, LA",45504,48822,50376,55047
22019,"Calcasieu, LA",46537,48576,49562,50994
22021,"Caldwell, LA",32049,33264,34840,38705
22023,"Cameron, LA",46284,46786,48227,49224
22025,"Catahoula, LA",31569,32534,34749,39357
22027,"Claiborne, LA",32844,33499,34115,36281
22029,"Concordia, LA",31186,32179,33666,38891
22031,"De Soto, LA",38795,41279,42314,45615
22033,"East Baton Rouge, LA",48952,51486,53223,56484
22035,"East Carroll, LA",34349,34245,35331,41875
22037,"East Feliciana, LA",39530,41245,42654,44787
22039,"Evangeline, LA",31981,32682,33380,37820
22041,"Franklin, LA",30788,31338,32965,37754
22043,"Grant, LA",30505,30911,31756,34870
22045,"Iberia, LA",37602,39161,41006,44242
22047,"Iberville, LA",39643,41120,43494,46461
22049,"Jackson, LA",32578,33451,34499,37665
22051,"Jefferson, LA",48764,50428,51950,55373
22053,"Jefferson Davis, LA",40232,41482,42513,45620
22055,"Lafayette, LA",48103,49004,49632,52507
22057,"Lafourche, LA",44355,44617,45884,48741
22059,"LaSalle, LA",29707,31663,33808,36116
22061,"Lincoln, LA",38672,39587,42155,44944
22063,"Livingston, LA",40174,42712,43122,45620
22065,"Madison, LA",30952,31209,32651,38337
22067,"Morehouse, LA",36595,37277,39290,44187
22069,"Natchitoches, LA",37932,39755,41113,43702
22071,"Orleans, LA",49372,51494,53142,57421
22073,"Ouachita, LA",39299,41180,42164,45661
22075,"Plaquemines, LA",47142,47787,48482,51456
22077,"Pointe Coupee, LA",43577,46073,48688,52332
22079,"Rapides, LA",42918,44779,46666,50226
22081,"Red River, LA",39176,44816,42778,45680
22083,"Richland, LA",35341,37104,38908,42644
22085,"Sabine, LA",33713,35136,36280,38190
22087,"St. Bernard, LA",30740,31809,32956,36093
22089,"St. Charles, LA",48057,48688,50137,53148
22091,"St. Helena, LA",40795,43721,44753,48743
22093,"St. James, LA",46660,51349,53762,56880
22095,"St. John the Baptist, LA",39676,40383,42329,45927
22097,"St. Landry, LA",38802,40083,42357,46131
22099,"St. Martin, LA",35949,38074,39293,42203
22101,"St. Mary, LA",37569,39626,41877,45760
22103,"St. Tammany, LA",59645,64928,68914,70190
22105,"Tangipahoa, LA",37196,37928,38963,41792
22107,"Tensas, LA",37826,37402,41879,44043
22109,"Terrebonne, LA",39942,41236,42545,45942
22111,"Union, LA",37599,40170,41110,43609
22113,"Vermilion, LA",37051,39150,40111,42526
22115,"Vernon, LA",39217,40793,42488,45320
22117,"Washington, LA",32444,33530,35224,38515
22119,"Webster, LA",38391,39901,41473,45088
22121,"West Baton Rouge, LA",45919,47177,49018,51758
22123,"West Carroll, LA",32800,34570,32175,37148
22125,"West Feliciana, LA",36679,38264,39414,41145
22127,"Winn, LA",34182,35988,38645,41491
23001,"Androscoggin, ME",39589,40869,42698,46357
23003,"Aroostook, ME",39452,40917,42664,47605
23005,"Cumberland, ME",59472,62198,64361,68237
23007,"Franklin, ME",36872,38681,40425,43276
23009,"Hancock, ME",49153,50442,52016,55393
23011,"Kennebec, ME",43017,44735,46677,50469
23013,"Knox, ME",49742,49849,51685,54363
23015,"Lincoln, ME",48983,49933,51621,54300
23017,"Oxford, ME",36225,37756,38988,42327
23019,"Penobscot, ME",40096,41554,43083,47315
23021,"Piscataquis, ME",36632,38677,39349,42527
23023,"Sagadahoc, ME",49651,50918,52383,55965
23025,"Somerset, ME",36734,37605,39093,43134
23027,"Waldo, ME",39252,41442,44116,47495
23029,"Washington, ME",38178,39602,40813,45558
23031,"York, ME",50183,52537,54396,58038
24001,"Allegany, MD",38180,39391,40687,43970
24003,"Anne Arundel, MD",64584,66510,68314,72197
24005,"Baltimore, MD",57861,59695,62543,66585
24009,"Calvert, MD",59692,61389,63247,66469
24011,"Caroline, MD",44051,44700,45657,48393
24013,"Carroll, MD",60081,61328,63409,66901
24015,"Cecil, MD",45459,47516,48834,51853
24017,"Charles, MD",55003,55839,57196,61324
24019,"Dorchester, MD",43846,44828,46514,49921
24021,"Frederick, MD",59479,61728,62804,66664
24023,"Garrett, MD",41864,43822,45630,48630
24025,"Harford, MD",56216,57839,59653,63432
24027,"Howard, MD",75232,76499,78033,81969
24029,"Kent, MD",57270,58935,60407,64331
24031,"Montgomery, MD",85351,86316,86221,89552
24033,"Prince George's, MD",46745,48421,49947,54195
24035,"Queen Anne's, MD",61742,63043,64996,67861
24037,"St. Mary's, MD",54383,56372,57891,61144
24039,"Somerset, MD",30107,29978,30623,32531
24041,"Talbot, MD",68604,70343,72729,76528
24043,"Washington, MD",44187,45700,47071,50493
24045,"Wicomico, MD",40172,40321,41134,44184
24047,"Worcester, MD",55768,56079,56536,59881
24510,"Baltimore (Independent City), MD",47076,49219,49964,54097
25001,"Barnstable, MA",68573,71735,75339,80420
25003,"Berkshire, MA",53787,55947,57300,61872
25005,"Bristol, MA",51134,53044,55411,61031
25007,"Dukes, MA",80223,87311,87121,89757
25009,"Essex, MA",63454,66196,68854,74519
25011,"Franklin, MA",52323,54032,55859,59853
25013,"Hampden, MA",49175,51183,52905,57821
25015,"Hampshire, MA",50522,52165,53816,57030
25017,"Middlesex, MA",78814,82826,86525,90688
25019,"Nantucket, MA",100999,113809,115305,114832
25021,"Norfolk, MA",86568,90442,93470,98019
25023,"Plymouth, MA",63531,66219,68792,74034
25025,"Suffolk, MA",76928,80916,84307,90571
25027,"Worcester, MA",54092,55971,58196,63286
26001,"Alcona, MI",36854,38678,40579,44953
26003,"Alger, MI",32009,33280,34032,37951
26005,"Allegan, MI",42858,45086,46185,50091
26007,"Alpena, MI",39421,40050,41212,45685
26009,"Antrim, MI",44975,46307,48432,52490
26011,"Arenac, MI",35759,37333,38639,43466
26013,"Baraga, MI",31587,32398,34274,38750
26015,"Barry, MI",42660,44431,45920,49232
26017,"Bay, MI",40149,42286,43554,47786
26019,"Benzie, MI",42519,44188,45896,50509
26021,"Berrien, MI",45226,47325,48231,52395
26023,"Branch, MI",35248,36349,37942,42356
26025,"Calhoun, MI",38333,39189,40428,44729
26027,"Cass, MI",42748,44529,45216,50365
26029,"Charlevoix, MI",49519,51899,53133,57289
26031,"Cheboygan, MI",37812,38602,40138,44801
26033,"Chippewa, MI",32567,33642,35284,39693
26035,"Clare, MI",33354,34501,34619,38655
26037,"Clinton, MI",44459,46013,47341,51053
26039,"Crawford, MI",32692,34583,35237,39405
26041,"Delta, MI",38264,39332,40957,45260
26043,"Dickinson, MI",45932,47908,48949,53526
26045,"Eaton, MI",40964,42326,43537,47407
26047,"Emmet, MI",53962,55980,58548,62918
26049,"Genesee, MI",39142,40495,41940,46152
26051,"Gladwin, MI",35270,36249,37307,40772
26053,"Gogebic, MI",36873,39296,43769,47894
26055,"Grand Traverse, MI",48624,50582,52631,56861
26057,"Gratiot, MI",35475,36786,37530,42067
26059,"Hillsdale, MI",34021,35290,35801,39404
26061,"Houghton, MI",35291,37069,38870,42884
26063,"Huron, MI",43424,44793,45933,53638
26065,"Ingham, MI",38478,39912,41298,44957
26067,"Ionia, MI",33141,34824,35503,39366
26069,"Iosco, MI",35429,36720,38943,43618
26071,"Iron, MI",42542,43659,45446,49153
26073,"Isabella, MI",33543,34961,36275,40021
26075,"Jackson, MI",37814,39359,40413,44889
26077,"Kalamazoo, MI",46284,47968,49305,52403
26079,"Kalkaska, MI",33962,35103,36085,41545
26081,"Kent, MI",50621,52153,53799,57397
26083,"Keweenaw, MI",44779,46617,48537,51972
26085,"Lake, MI",30829,33117,34379,39507
26087,"Lapeer, MI",41805,43493,44862,49441
26089,"Leelanau, MI",63133,66770,69373,73238
26091,"Lenawee, MI",37689,39559,40866,44821
26093,"Livingston, MI",56279,57832,59097,62622
26095,"Luce, MI",30002,30740,31604,36339
26097,"Mackinac, MI",42120,43071,44986,50217
26099,"Macomb, MI",44687,46350,47730,52195
26101,"Manistee, MI",37837,39516,40663,44382
26103,"Marquette, MI",37723,39083,40284,44445
26105,"Mason, MI",38916,40297,41185,45326
26107,"Mecosta, MI",32712,33334,33868,37579
26109,"Menominee, MI",41163,42485,43943,47594
26111,"Midland, MI",57473,53973,54477,57561
26113,"Missaukee, MI",34425,34818,35914,40298
26115,"Monroe, MI",45508,47091,48696,52028
26117,"Montcalm, MI",33427,34427,35911,40018
26119,"Montmorency, MI",35493,36806,37620,42154
26121,"Muskegon, MI",36936,38141,39769,44000
26123,"Newaygo, MI",36766,37123,38246,42117
26125,"Oakland, MI",69066,71324,73468,76941
26127,"Oceana, MI",35870,37497,38890,43261
26129,"Ogemaw, MI",32902,34684,34411,39101
26131,"Ontonagon, MI",37801,38911,41340,45761
26133,"Osceola, MI",34500,36203,37980,41965
26135,"Oscoda, MI",32617,33504,34394,36374
26137,"Otsego, MI",38509,40141,41634,46166
26139,"Ottawa, MI",47171,48391,49484,52759
26141,"Presque Isle, MI",37545,39668,41339,45872
26143,"Roscommon, MI",34848,36156,37140,41258
26145,"Saginaw, MI",37045,39289,41659,45328
26147,"St. Clair, MI",42326,44050,45787,50107
26149,"St. Joseph, MI",37316,37935,39092,43818
26151,"Sanilac, MI",36136,37459,38005,44093
26153,"Schoolcraft, MI",38204,39576,40822,45281
26155,"Shiawassee, MI",37733,39215,40589,44855
26157,"Tuscola, MI",35682,36808,38014,43073
26159,"Van Buren, MI",39344,40711,41686,45869
26161,"Washtenaw, MI",56467,58667,61101,63655
26163,"Wayne, MI",40477,42635,44308,48788
26165,"Wexford, MI",35174,36027,37750,41545
27001,"Aitkin, MN",37744,40077,41614,46390
27003,"Anoka, MN",49583,51277,52722,55694
27005,"Becker, MN",45367,46679,48065,51772
27007,"Beltrami, MN",39348,41220,42096,45368
27009,"Benton, MN",43033,43993,45690,49403
27011,"Big Stone, MN",51193,51804,51543,62498
27013,"Blue Earth, MN",42721,44716,45586,49288
27015,"Brown, MN",49977,52235,54004,59763
27017,"Carlton, MN",40920,42664,44132,47227
27019,"Carver, MN",68918,71681,73023,75677
27021,"Cass, MN",45085,46777,47734,51340
27023,"Chippewa, MN",45479,46774,51352,56148
27025,"Chisago, MN",46941,48693,50229,53140
27027,"Clay, MN",40950,42385,43630,47522
27029,"Clearwater, MN",40971,43596,44428,49654
27031,"Cook, MN",51365,54255,54021,56220
27033,"Cottonwood, MN",44301,46224,45306,56130
27035,"Crow Wing, MN",43605,44425,46053,49092
27037,"Dakota, MN",58305,60539,61977,64748
27039,"Dodge, MN",43874,45757,46516,51585
27041,"Douglas, MN",50734,51458,52139,56039
27043,"Faribault, MN",39548,40793,42944,50321
27045,"Fillmore, MN",43514,44225,44185,49630
27047,"Freeborn, MN",43034,44169,45543,50364
27049,"Goodhue, MN",51576,53617,54722,58303
27051,"Grant, MN",46171,46236,45370,55429
27053,"Hennepin, MN",70655,74461,76131,79183
27055,"Houston, MN",48862,50599,51566,55443
27057,"Hubbard, MN",41754,43616,49506,52122
27059,"Isanti, MN",42325,44570,45950,49082
27061,"Itasca, MN",41031,44119,45348,48872
27063,"Jackson, MN",49227,50891,53316,62789
27065,"Kanabec, MN",41044,41793,43250,48092
27067,"Kandiyohi, MN",52064,52609,52047,57122
27069,"Kittson, MN",48600,49233,46418,63181
27071,"Koochiching, MN",38497,42319,45763,49019
27073,"Lac qui Parle, MN",48107,48854,50540,60286
27075,"Lake, MN",45552,48473,49236,51683
27077,"Lake of the Woods, MN",55753,57082,54717,60435
27079,"Le Sueur, MN",46903,48800,50038,54361
27081,"Lincoln, MN",44971,44049,46968,53464
27083,"Lyon, MN",48361,49344,49992,54589
27085,"McLeod, MN",45838,48308,49640,54149
27087,"Mahnomen, MN",33148,34794,34186,40781
27089,"Marshall, MN",47942,50342,49025,63090
27091,"Martin, MN",48056,50865,52242,57955
27093,"Meeker, MN",42401,44042,44873,49478
27095,"Mille Lacs, MN",40362,42000,43471,47379
27097,"Morrison, MN",41073,42263,42293,47610
27099,"Mower, MN",44847,45464,46221,50537
27101,"Murray, MN",48029,50291,52414,63620
27103,"Nicollet, MN",47237,48552,49652,53083
27105,"Nobles, MN",42972,43870,44897,53881
27107,"Norman, MN",35972,37153,37345,51626
27109,"Olmsted, MN",55486,58183,59450,63100
27111,"Otter Tail, MN",46186,47182,48116,52707
27113,"Pennington, MN",51382,55622,56612,61825
27115,"Pine, MN",35997,37085,38737,42237
27117,"Pipestone, MN",53002,54290,54055,59326
27119,"Polk, MN",44326,46019,47089,55849
27121,"Pope, MN",48368,49895,50171,56561
27123,"Ramsey, MN",51885,53728,55442,58557
27125,"Red Lake, MN",47232,49792,48415,55620
27127,"Redwood, MN",46551,49591,53572,61772
27129,"Renville, MN",48086,49351,48527,58489
27131,"Rice, MN",42260,43652,44816,47839
27133,"Rock, MN",49617,50509,50595,59225
27135,"Roseau, MN",45491,49013,48237,55999
27137,"St. Louis, MN",44175,46769,48216,50986
27139,"Scott, MN",58053,61376,62916,65655
27141,"Sherburne, MN",45920,46776,47802,50710
27143,"Sibley, MN",44632,45909,47932,53677
27145,"Stearns, MN",44860,46305,47483,51216
27147,"Steele, MN",44998,45969,47429,51703
27149,"Stevens, MN",45861,45439,46825,55345
27151,"Swift, MN",48314,49216,48734,56060
27153,"Todd, MN",40686,42147,43113,47123
27155,"Traverse, MN",53297,52791,51487,74000
27157,"Wabasha, MN",46161,47643,49096,53837
27159,"Wadena, MN",38395,39477,40131,43925
27161,"Waseca, MN",42552,41775,42148,47139
27163,"Washington, MN",65329,67523,69495,72273
27165,"Watonwan, MN",41801,43256,45378,53034
27167,"Wilkin, MN",51979,53023,51647,62497
27169,"Winona, MN",46588,47064,48417,52198
27171,"Wright, MN",48650,50890,52035,55218
27173,"Yellow Medicine, MN",48627,51140,54077,61315
28001,"Adams, MS",32207,33741,35171,38331
28003,"Alcorn, MS",34397,36146,36622,38956
28005,"Amite, MS",33626,34755,35482,37692
28007,"Attala, MS",32654,32970,34612,37962
28009,"Benton, MS",29607,30870,31413,34691
28011,"Bolivar, MS",36955,38076,38102,42767
28013,"Calhoun, MS",31156,32428,33690,38017
28015,"Carroll, MS",36704,37627,38098,41624
28017,"Chickasaw, MS",35322,34432,36206,40254
28019,"Choctaw, MS",32312,33277,34996,38813
28021,"Claiborne, MS",30227,30524,31580,34852
28023,"Clarke, MS",36121,37534,38710,42207
28025,"Clay, MS",35586,36184,38522,42187
28027,"Coahoma, MS",34159,34602,37050,40781
28029,"Copiah, MS",32190,32988,34056,36414
28031,"Covington, MS",35840,37223,37410,38250
28033,"DeSoto, MS",40174,41695,42575,45764
28035,"Forrest, MS",37601,38441,39104,42175
28037,"Franklin, MS",33208,33767,35842,38355
28039,"George, MS",32208,33726,34482,38668
28041,"Greene, MS",27825,27889,28975,31102
28043,"Grenada, MS",34389,35571,36642,40296
28045,"Hancock, MS",33670,34782,36243,39455
28047,"Harrison, MS",36500,37073,38245,41534
28049,"Hinds, MS",37637,38549,40176,43452
28051,"Holmes, MS",27520,28108,29967,33567
28053,"Humphreys, MS",31849,31826,34850,40236
28055,"Issaquena, MS",19743,21654,26748,38921
28057,"Itawamba, MS",33875,35614,36827,39878
28059,"Jackson, MS",36706,37234,38663,41575
28061,"Jasper, MS",37845,39377,40697,41967
28063,"Jefferson, MS",32352,34309,35326,38101
28065,"Jefferson Davis, MS",29826,30306,30640,33434
28067,"Jones, MS",36895,37651,38659,40402
28069,"Kemper, MS",27681,28981,29942,33841
28071,"Lafayette, MS",40804,42819,43865,46037
28073,"Lamar, MS",39294,39625,40582,43227
28075,"Lauderdale, MS",37025,37635,39481,42673
28077,"Lawrence, MS",33549,34872,34769,36649
28079,"Leake, MS",31607,31990,31914,32239
28081,"Lee, MS",40579,41276,42835,46138
28083,"Leflore, MS",35982,36841,39296,43878
28085,"Lincoln, MS",37602,38537,39466,42121
28087,"Lowndes, MS",37233,38333,40785,44152
28089,"Madison, MS",62153,63894,65334,68381
28091,"Marion, MS",33297,37823,38467,41433
28093,"Marshall, MS",31339,33096,34601,37543
28095,"Monroe, MS",33711,35197,36370,39729
28097,"Montgomery, MS",33161,33868,35526,39432
28099,"Neshoba, MS",35561,36067,37731,38507
28101,"Newton, MS",34141,35116,36017,37484
28103,"Noxubee, MS",31825,31555,34842,37781
28105,"Oktibbeha, MS",32982,34543,35408,37853
28107,"Panola, MS",31972,32844,33845,37593
28109,"Pearl River, MS",35246,36369,37849,40201
28111,"Perry, MS",31559,32631,33510,36953
28113,"Pike, MS",30319,30772,31673,34718
28115,"Pontotoc, MS",31971,33007,33953,37342
28117,"Prentiss, MS",30080,30407,31461,34158
28119,"Quitman, MS",27139,28336,29765,34239
28121,"Rankin, MS",44055,44657,45632,48295
28123,"Scott, MS",30971,31449,31657,32840
28125,"Sharkey, MS",33415,32747,34344,42775
28127,"Simpson, MS",36210,36995,37381,38987
28129,"Smith, MS",34435,35968,36086,36494
28131,"Stone, MS",31235,33273,34214,37001
28133,"Sunflower, MS",29653,30039,30865,35454
28135,"Tallahatchie, MS",29058,28886,30200,33784
28137,"Tate, MS",34181,35594,37032,40134
28139,"Tippah, MS",34977,36755,38248,42051
28141,"Tishomingo, MS",31920,33988,35052,37593
28143,"Tunica, MS",32173,32016,35554,40994
28145,"Union, MS",31398,32197,33657,36387
28147,"Walthall, MS",31873,31720,32414,34814
28149,"Warren, MS",38212,39825,41129,44422
28151,"Washington, MS",35497,36753,37699,43778
28153,"Wayne, MS",34008,34910,35887,36967
28155,"Webster, MS",37600,38083,39895,43060
28157,"Wilkinson, MS",28589,29247,30772,34759
28159,"Winston, MS",34508,35202,36845,38970
28161,"Yalobusha, MS",35321,36881,37892,41336
28163,"Yazoo, MS",27404,27396,28282,33672
29001,"Adair, MO",31355,32071,32852,34867
29003,"Andrew, MO",43150,42913,45556,48186
29005,"Atchison, MO",41991,38102,46412,53958
29007,"Audrain, MO",38252,36992,38057,42029
29009,"Barry, MO",33847,35578,35740,37114
29011,"Barton, MO",34624,34500,35404,42031
29013,"Bates, MO",37910,38055,40500,44523
29015,"Benton, MO",35306,37119,38401,40318
29017,"Bollinger, MO",31394,32344,33575,36548
29019,"Boone, MO",45963,46674,49114,51330
29021,"Buchanan, MO",38019,38461,40346,42653
29023,"Butler, MO",34819,35403,36122,40255
29025,"Caldwell, MO",36238,37272,38677,41488
29027,"Callaway, MO",36759,37154,39446,42524
29029,"Camden, MO",37225,37656,38767,40778
29031,"Cape Girardeau, MO",43936,45070,45469,47386
29033,"Carroll, MO",44035,42295,46568,50990
29035,"Carter, MO",31072,31703,33215,35898
29037,"Cass, MO",45791,46998,48541,50654
29039,"Cedar, MO",29943,30814,31439,34130
29041,"Chariton, MO",41497,41120,43955,49650
29043,"Christian, MO",39040,40535,41755,43602
29045,"Clark, MO",35442,33439,35733,40825
29047,"Clay, MO",46835,47902,49277,51619
29049,"Clinton, MO",40951,41764,43484,46823
29051,"Cole, MO",45463,46057,48726,51905
29053,"Cooper, MO",37377,38260,40091,44486
29055,"Crawford, MO",34230,35485,36035,38430
29057,"Dade, MO",32322,33648,34918,38581
29059,"Dallas, MO",31830,32907,33893,35840
29061,"Daviess, MO",31728,32190,33941,37380
29063,"DeKalb, MO",26969,27878,34340,36799
29065,"Dent, MO",31786,32870,33747,36327
29067,"Douglas, MO",26569,27160,28628,31031
29069,"Dunklin, MO",32898,34129,36310,38821
29071,"Franklin, MO",43297,44343,46258,48108
29073,"Gasconade, MO",38650,39464,41022,43589
29075,"Gentry, MO",39309,40644,43165,46483
29077,"Greene, MO",42795,44068,45981,47388
29079,"Grundy, MO",34040,34037,35358,39098
29081,"Harrison, MO",34268,34937,36562,41238
29083,"Henry, MO",40834,40898,41731,44780
29085,"Hickory, MO",28057,28852,29222,31380
29087,"Holt, MO",46224,44023,50307,56644
29089,"Howard, MO",38299,38741,41227,43946
29091,"Howell, MO",32554,33833,35152,37414
29093,"Iron, MO",31888,32974,33575,36530
29095,"Jackson, MO",44894,46419,47718,50209
29097,"Jasper, MO",38753,41231,41165,42488
29099,"Jefferson, MO",41113,42428,43873,46027
29101,"Johnson, MO",35642,36821,37654,40207
29103,"Knox, MO",32149,32422,35416,40933
29105,"Laclede, MO",35036,36054,36219,38403
29107,"Lafayette, MO",40742,41712,42613,45825
29109,"Lawrence, MO",33230,34103,34635,36746
29111,"Lewis, MO",33200,34402,36476,39481
29113,"Lincoln, MO",39550,40388,41183,44032
29115,"Linn, MO",37646,38548,39244,42456
29117,"Livingston, MO",37240,37653,39489,43804
29119,"McDonald, MO",28368,28882,29844,31941
29121,"Macon, MO",41294,41194,41400,44785
29123,"Madison, MO",34860,35657,37034,40312
29125,"Maries, MO",31728,32504,34764,37638
29127,"Marion, MO",38825,39992,41119,44121
29129,"Mercer, MO",31240,30926,31725,35358
29131,"Miller, MO",34078,35460,36124,39349
29133,"Mississippi, MO",30015,29749,31838,37483
29135,"Moniteau, MO",34847,35508,37826,41930
29137,"Monroe, MO",39185,38807,41105,44528
29139,"Montgomery, MO",39170,39565,41711,46688
29141,"Morgan, MO",40313,41208,41653,42880
29143,"New Madrid, MO",33087,33001,37493,41953
29145,"Newton, MO",37835,38594,39704,41771
29147,"Nodaway, MO",29715,30828,32782,36315
29149,"Oregon, MO",28134,29404,30634,33166
29151,"Osage, MO",43305,43953,45571,49250
29153,"Ozark, MO",28976,30772,31228,33722
29155,"Pemiscot, MO",32257,33817,36420,40931
29157,"Perry, MO",39915,41085,42152,45002
29159,"Pettis, MO",36531,37080,38247,40971
29161,"Phelps, MO",37283,39077,39916,42030
29163,"Pike, MO",33130,33280,36631,40471
29165,"Platte, MO",57128,58013,58794,60698
29167,"Polk, MO",32832,34060,35248,36944
29169,"Pulaski, MO",38853,39580,41866,44732
29171,"Putnam, MO",33214,34489,35844,39308
29173,"Ralls, MO",37810,38145,39925,44688
29175,"Randolph, MO",38321,38996,39385,42615
29177,"Ray, MO",41190,41923,43317,46047
29179,"Reynolds, MO",32515,33863,35427,38107
29181,"Ripley, MO",30067,30410,31050,34297
29183,"St. Charles, MO",51604,53760,55138,56879
29185,"St. Clair, MO",28437,28954,30219,33058
29186,"Ste. Genevieve, MO",38007,41079,41903,44925
29187,"St. Francois, MO",32703,34122,34982,37377
29189,"St. Louis, MO",66407,71604,74361,78804
29195,"Saline, MO",37243,36194,38156,43076
29197,"Schuyler, MO",29152,29500,29553,33550
29199,"Scotland, MO",32405,32240,34488,41576
29201,"Scott, MO",39132,39991,41315,44148
29203,"Shannon, MO",28587,29950,30499,33071
29205,"Shelby, MO",38163,37606,39963,45373
29207,"Stoddard, MO",36256,34704,37650,41158
29209,"Stone, MO",37406,38662,40138,41975
29211,"Sullivan, MO",36531,36809,38963,44877
29213,"Taney, MO",35039,36181,37146,38859
29215,"Texas, MO",27284,28041,29601,32774
29217,"Vernon, MO",34342,34157,35089,39496
29219,"Warren, MO",39990,41825,42665,45011
29221,"Washington, MO",28511,29726,30752,33148
29223,"Wayne, MO",29001,29545,31094,34018
29225,"Webster, MO",31559,32445,33841,35845
29227,"Worth, MO",33325,34001,37652,41861
29229,"Wright, MO",30987,32044,32792,35480
29510,"St. Louis (Independent City), MO",43754,46129,48683,51041
30001,"Beaverhead, MT",42719,45349,48070,52501
30003,"Big Horn, MT",29089,30023,31515,35950
30005,"Blaine, MT",29176,29952,30806,36301
30007,"Broadwater, MT",40534,43116,45732,48786
30009,"Carbon, MT",48486,51259,53870,56900
30011,"Carter, MT",39584,41173,40733,53760
30013,"Cascade, MT",45750,47529,49201,52226
30015,"Chouteau, MT",29775,37561,40738,48627
30017,"Custer, MT",43415,44581,47174,51268
30019,"Daniels, MT",48746,47574,49331,64205
30021,"Dawson, MT",43613,46795,46622,50972
30023,"Deer Lodge, MT",37880,38910,40985,45039
30025,"Fallon, MT",47794,48488,49763,54203
30027,"Fergus, MT",39480,42019,45588,48900
30029,"Flathead, MT",46810,48333,50144,52740
30031,"Gallatin, MT",54260,57091,60195,63432
30033,"Garfield, MT",31023,33531,33179,44812
30035,"Glacier, MT",32354,34427,37035,41773
30037,"Golden Valley, MT",46678,48783,50027,56481
30039,"Granite, MT",42471,43710,45815,49242
30041,"Hill, MT",42238,45108,45987,50018
30043,"Jefferson, MT",47308,47812,50147,52770
30045,"Judith Basin, MT",41930,46207,49496,56953
30047,"Lake, MT",38604,39371,40842,44068
30049,"Lewis and Clark, MT",47907,48692,50915,54040
30051,"Liberty, MT",32788,37409,45195,51268
30053,"Lincoln, MT",34760,36262,37725,41129
30055,"McCone, MT",38431,36640,39147,48924
30057,"Madison, MT",48614,50373,53651,57112
30059,"Meagher, MT",39831,43282,45173,49730
30061,"Mineral, MT",39237,39762,39759,43233
30063,"Missoula, MT",48441,49616,51738,54353
30065,"Musselshell, MT",42164,44064,46093,49756
30067,"Park, MT",47795,49790,52934,55213
30069,"Petroleum, MT",29980,31304,33189,41080
30071,"Phillips, MT",37216,39732,41271,48341
30073,"Pondera, MT",39258,42985,49754,56218
30075,"Powder River, MT",32741,32647,34282,44756
30077,"Powell, MT",40023,41785,43912,47024
30079,"Prairie, MT",46479,48723,47483,57918
30081,"Ravalli, MT",43985,45201,47253,49860
30083,"Richland, MT",57193,60290,62491,63761
30085,"Roosevelt, MT",35262,35907,36309,41531
30087,"Rosebud, MT",42701,43776,45239,50566
30089,"Sanders, MT",34877,35851,37345,41398
30091,"Sheridan, MT",46780,46547,50463,61236
30093,"Silver Bow, MT",47520,47686,48263,50672
30095,"Stillwater, MT",51410,52948,54288,57382
30097,"Sweet Grass, MT",44617,46324,49597,54287
30099,"Teton, MT",40087,46228,48870,53172
30101,"Toole, MT",41485,48545,53369,60089
30103,"Treasure, MT",44302,51187,56758,66721
30105,"Valley, MT",46444,45634,47510,54556
30107,"Wheatland, MT",33583,35084,38608,42348
30109,"Wibaux, MT",39175,37860,41155,48913
30111,"Yellowstone, MT",50593,52508,54213,56588
31001,"Adams, NE",46082,48052,50017,53232
31003,"Antelope, NE",47250,49157,55033,69121
31005,"Arthur, NE",45263,44076,46098,53618
31007,"Banner, NE",52092,49901,50306,59097
31009,"Blaine, NE",55399,55124,60424,70372
31011,"Boone, NE",46919,51585,58601,69564
31013,"Box Butte, NE",45826,47790,49193,53723
31015,"Boyd, NE",48806,50777,56197,62078
31017,"Brown, NE",50782,50644,55182,60280
31019,"Buffalo, NE",51532,55710,57582,60230
31021,"Burt, NE",44347,45269,49088,53602
31023,"Butler, NE",44624,46867,49790,56101
31025,"Cass, NE",49338,51466,53998,57220
31027,"Cedar, NE",45208,48285,50389,58373
31029,"Chase, NE",53885,52000,58777,68843
31031,"Cherry, NE",43116,42250,44279,50817
31033,"Cheyenne, NE",48696,48499,48234,50334
31035,"Clay, NE",47270,48136,51089,57104
31037,"Colfax, NE",40359,41567,43925,49977
31039,"Cuming, NE",61480,58655,64624,71653
31041,"Custer, NE",44987,45353,48095,54458
31043,"Dakota, NE",39711,41843,44062,47062
31045,"Dawes, NE",35690,36886,38323,43101
31047,"Dawson, NE",41771,42358,44940,49096
31049,"Deuel, NE",41511,42827,40437,43738
31051,"Dixon, NE",38451,40648,44444,49974
31053,"Dodge, NE",45398,46491,49231,52445
31055,"Douglas, NE",60237,62536,63072,65737
31057,"Dundy, NE",60628,66134,71079,86360
31059,"Fillmore, NE",53971,55061,57255,63206
31061,"Franklin, NE",44359,46042,49798,57959
31063,"Frontier, NE",38273,37562,38425,46216
31065,"Furnas, NE",41803,41781,45337,53727
31067,"Gage, NE",44804,47234,48993,52843
